扫描单,条码,时间
发货-17021501,3323330657262,2017-02-15 14:55:14
发货-17021501,3323330581606,2017-02-15 14:55:18
发货-17021501,3323330542514,2017-02-15 14:55:20
发货-17021501,3323330581685,2017-02-15 14:55:23
发货-17021501,3323330798480,2017-02-15 14:55:27
发货-17021501,3323330465240,2017-02-15 14:55:30
发货-17021501,3323330658073,2017-02-15 14:55:39
发货-17021501,3323330620376,2017-02-15 14:55:43
发货-17021501,3323330543039,2017-02-15 14:55:46
发货-17021501,3323330658625,2017-02-15 14:55:49
发货-17021501,3323330505391,2017-02-15 14:57:38
发货-17021501,3323330505445,2017-02-15 14:57:41
发货-17021501,3323330583344,2017-02-15 14:57:44
发货-17021501,3323330759313,2017-02-15 14:57:46
发货-17021501,3323330838885,2017-02-15 14:57:49
发货-17021501,3323330466580,2017-02-15 14:57:52
发货-17021501,3323330544082,2017-02-15 14:57:54
发货-17021501,3323330506013,2017-02-15 14:57:58
发货-17021501,3323330544288,2017-02-15 14:58:02
发货-17021501,3323330583775,2017-02-15 14:58:04
发货-17021501,3323330425992,2017-02-15 14:58:07
发货-17021501,3323330800162,2017-02-15 14:58:10
发货-17021501,3323330660220,2017-02-15 14:58:13
发货-17021501,3323330506499,2017-02-15 14:58:16
发货-17021501,3323330660360,2017-02-15 14:58:19
发货-17021501,3323330544896,2017-02-15 14:58:22
发货-17021501,3323330800370,2017-02-15 14:58:24
发货-17021501,3323330660565,2017-02-15 14:58:27
发货-17021501,3323330724116,2017-02-15 14:58:30
发货-17021501,3323330724153,2017-02-15 14:58:33
发货-17021501,3323330426651,2017-02-15 14:58:36
发货-17021501,3323330724438,2017-02-15 14:58:39
发货-17021501,3323330840272,2017-02-15 14:58:41
发货-17021501,3323330840338,2017-02-15 14:58:44
发货-17021501,3323330724633,2017-02-15 14:58:47
发货-17021501,3323330695439,2017-02-15 14:58:49
发货-17021501,3323330724785,2017-02-15 14:58:52
发货-17021501,3323330840491,2017-02-15 14:58:55
发货-17021501,3323330661753,2017-02-15 14:58:58
发货-17021501,3323330507468,2017-02-15 14:59:01
发货-17021501,3323330468840,2017-02-15 14:59:05
发货-17021501,3323330468863,2017-02-15 14:59:08
发货-17021501,3323330546056,2017-02-15 14:59:11
发货-17021501,3323330546214,2017-02-15 14:59:14
发货-17021501,3323330840971,2017-02-15 14:59:17
发货-17021501,3323331684015,2017-02-15 14:59:25
发货-17021501,3323331429165,2017-02-15 14:59:32
发货-17021501,3323331464424,2017-02-15 14:59:36
发货-17021501,3323331652802,2017-02-15 14:59:39
发货-17021501,3323331464461,2017-02-15 14:59:42
发货-17021501,3323331584188,2017-02-15 14:59:45
发货-17021501,3323331389822,2017-02-15 15:00:32
发货-17021501,3323331723235,2017-02-15 15:00:36
发货-17021501,3323331390002,2017-02-15 15:00:40
发货-17021501,3323331505582,2017-02-15 15:00:43
发货-17021501,3323331830315,2017-02-15 15:00:46
发货-17021501,3323331830345,2017-02-15 15:00:49
发货-17021501,3323216607807,2017-02-15 15:09:18
发货-17021501,400039685852,2017-02-15 15:55:56
发货-17021501,400039685853,2017-02-15 15:55:59
发货-17021501,400039685854,2017-02-15 15:56:02
发货-17021501,400039685855,2017-02-15 15:56:05
发货-17021501,400039685850,2017-02-15 15:56:08
发货-17021501,400039685849,2017-02-15 15:56:10
发货-17021501,400039685848,2017-02-15 15:56:13
发货-17021501,400039685847,2017-02-15 15:56:17
发货-17021501,3323153068287,2017-02-15 18:09:38
发货-17021501,3323153361102,2017-02-15 18:09:49
发货-17021501,3323153323945,2017-02-15 18:09:51
发货-17021501,3323165249345,2017-02-15 18:09:58
发货-17021501,3323153099711,2017-02-15 18:10:02
发货-17021501,3323167472751,2017-02-15 18:10:07
发货-17021501,3323153069845,2017-02-15 18:10:14
发货-17021501,3323153326505,2017-02-15 18:10:17
发货-17021501,3323153399248,2017-02-15 18:10:20
发货-17021501,3323153326238,2017-02-15 18:10:23
发货-17021501,3323153433290,2017-02-15 18:10:26
发货-17021501,3323153180578,2017-02-15 18:10:28
发货-17021501,3323153246955,2017-02-15 18:10:33
发货-17021501,3323153100395,2017-02-15 18:10:36
发货-17021501,3323153068955,2017-02-15 18:10:39
发货-17021501,3323153246645,2017-02-15 18:10:44
发货-17021501,3323153398516,2017-02-15 18:10:48
发货-17021501,3323153432740,2017-02-15 18:10:52
发货-17021501,3323153068706,2017-02-15 18:10:58
发货-17021501,3323165281788,2017-02-15 18:11:02
发货-17021501,3323167430356,2017-02-15 18:11:06
发货-17021501,3323167430241,2017-02-15 18:11:11
发货-17021501,3323167062510,2017-02-15 18:11:14
发货-17021501,3323167178043,2017-02-15 18:11:18
发货-17021501,3323153068720,2017-02-15 18:11:23
发货-17021501,3323153472022,2017-02-15 18:11:26
发货-17021501,427299725866,2017-02-15 18:11:34
发货-17021501,3323153286597,2017-02-15 18:11:39
发货-17021501,3323153181122,2017-02-15 18:11:43
发货-17021501,3323153100231,2017-02-15 18:11:46
发货-17021501,3323153137827,2017-02-15 18:11:51
发货-17021501,3323153179640,2017-02-15 18:11:54
发货-17021501,3323153214246,2017-02-15 18:11:57
发货-17021501,3323167366226,2017-02-15 18:12:02
发货-17021501,3323167178031,2017-02-15 18:12:06
发货-17021501,400039685851,2017-02-15 19:08:20
发货-17021501,400039685817,2017-02-15 19:08:23
发货-17021501,400039685815,2017-02-15 19:08:25
发货-17021501,400039685818,2017-02-15 19:08:28
发货-17021501,400039685819,2017-02-15 19:08:31
发货-17021501,400039685825,2017-02-15 19:08:34
发货-17021501,400039685827,2017-02-15 19:08:37
发货-17021501,400039685828,2017-02-15 19:08:41
发货-17021501,400039685829,2017-02-15 19:08:43
发货-17021501,400039685832,2017-02-15 19:08:46
发货-17021501,3323349056052,2017-02-15 19:08:52
发货-17021501,3323349165982,2017-02-15 19:08:55
发货-17021501,3323349392996,2017-02-15 19:08:59
发货-17021501,3323349204794,2017-02-15 19:09:02
发货-17021501,3323349393000,2017-02-15 19:09:05
发货-17021501,3323349128116,2017-02-15 19:09:11
发货-17021501,3323349430997,2017-02-15 19:09:14
发货-17021501,3323349321109,2017-02-15 19:09:16
发货-17021501,3323349128153,2017-02-15 19:09:19
发货-17021501,3323349019529,2017-02-15 19:09:22
发货-17021501,3323349056416,2017-02-15 19:09:28
发货-17021501,3323349128268,2017-02-15 19:09:30
发货-17021501,3323349321286,2017-02-15 19:09:33
发货-17021501,3323349205003,2017-02-15 19:09:36
发货-17021501,3323349393205,2017-02-15 19:09:41
