扫描单,条码,时间
发货-17021301,3323198740829,2017-02-13 13:48:00
发货-17021301,3323199190362,2017-02-13 13:48:06
发货-17021301,3323199074700,2017-02-13 13:48:09
发货-17021301,3323198961100,2017-02-13 13:48:13
发货-17021301,3323198995575,2017-02-13 13:48:16
发货-17021301,3323198777521,2017-02-13 13:48:20
发货-17021301,3323199112864,2017-02-13 13:48:24
发货-17021301,3323199190623,2017-02-13 13:48:29
发货-17021301,3323198846710,2017-02-13 13:48:33
发货-17021301,3323199112967,2017-02-13 13:48:37
发货-17021301,3323198777806,2017-02-13 13:48:40
发货-17021301,3323198922821,2017-02-13 13:48:44
发货-17021301,3323199075035,2017-02-13 13:48:48
发货-17021301,3323199075066,2017-02-13 13:48:51
发货-17021301,3323199152305,2017-02-13 13:48:54
发货-17021301,3323199036053,2017-02-13 13:48:58
发货-17021301,3323199113565,2017-02-13 13:49:06
发货-17021301,3323199075157,2017-02-13 13:49:10
发货-17021301,3323198807793,2017-02-13 13:49:14
发货-17021301,3323199113894,2017-02-13 13:49:17
发货-17021301,3323198807884,2017-02-13 13:49:22
发货-17021301,3323198847751,2017-02-13 13:49:25
发货-17021301,3323199036727,2017-02-13 13:49:29
发货-17021301,3323198808117,2017-02-13 13:49:33
发货-17021301,3323198923455,2017-02-13 13:49:37
发货-17021301,3323198997301,2017-02-13 13:49:40
发货-17021301,3323199153074,2017-02-13 13:49:44
发货-17021301,3323198923875,2017-02-13 13:49:48
发货-17021301,3323198886480,2017-02-13 13:49:51
发货-17021301,3323199114759,2017-02-13 13:49:59
发货-17021301,3323199075935,2017-02-13 13:50:03
发货-17021301,3323198886745,2017-02-13 13:50:07
发货-17021301,3323198809135,2017-02-13 13:50:11
发货-17021301,3323198848501,2017-02-13 13:50:18
发货-17021301,3323198997933,2017-02-13 13:50:21
发货-17021301,3323199153517,2017-02-13 13:50:25
发货-17021301,3323198848719,2017-02-13 13:50:34
发货-17021301,3323198998112,2017-02-13 13:50:38
发货-17021301,3323198809494,2017-02-13 13:50:41
发货-17021301,3323199193032,2017-02-13 13:50:45
发货-17021301,3323198998239,2017-02-13 13:50:48
发货-17021301,3323198963754,2017-02-13 13:50:57
发货-17021301,3323199153918,2017-02-13 13:51:00
发货-17021301,3323199038090,2017-02-13 13:51:04
发货-17021301,3323198849210,2017-02-13 13:51:09
