扫描单,条码,时间
发货-17020801,3322935485714,2017-02-08 16:23:06
发货-17020801,3322935335052,2017-02-08 16:23:09
发货-17020801,3322935598463,2017-02-08 16:23:15
发货-17020801,3322935636877,2017-02-08 16:23:20
发货-17020801,426906694800,2017-02-08 16:23:38
发货-17020801,426906772604,2017-02-08 16:23:43
发货-17020801,426907371804,2017-02-08 16:23:47
发货-17020801,426906864400,2017-02-08 16:23:52
发货-17020801,426906898786,2017-02-08 16:23:55
发货-17020801,426907003204,2017-02-08 16:23:59
发货-17020801,426906864488,2017-02-08 16:24:04
发货-17020801,426905655356,2017-02-08 16:24:08
发货-17020801,426905773222,2017-02-08 16:24:11
发货-17020801,426905479118,2017-02-08 16:24:14
发货-17020801,426905808840,2017-02-08 16:24:18
发货-17020801,426905773518,2017-02-08 16:24:21
发货-17020801,426905621375,2017-02-08 16:24:25
发货-17020801,426905809344,2017-02-08 16:24:28
发货-17020801,426905809546,2017-02-08 16:24:32
发货-17020801,426905810051,2017-02-08 16:24:35
发货-17020801,426905810177,2017-02-08 16:24:39
发货-17020801,426905736138,2017-02-08 16:24:42
发货-17020801,426905810278,2017-02-08 16:24:45
发货-17020801,426905657428,2017-02-08 16:24:49
发货-17020801,426905848235,2017-02-08 16:24:52
发货-17020801,426905623125,2017-02-08 16:24:56
发货-17020801,426905736999,2017-02-08 16:24:59
发货-17020801,426905658195,2017-02-08 16:25:03
发货-17020801,426905737206,2017-02-08 16:25:11
发货-17020801,426905587529,2017-02-08 16:25:14
发货-17020801,426905737624,2017-02-08 16:25:18
发货-17020801,426905658705,2017-02-08 16:25:21
发货-17020801,426905776670,2017-02-08 16:25:26
发货-17020801,426905812478,2017-02-08 16:25:29
发货-17020801,426905922412,2017-02-08 16:25:33
发货-17020801,426905520023,2017-02-08 16:25:39
发货-17020801,426905960058,2017-02-08 16:25:43
发货-17020801,426905659306,2017-02-08 16:25:49
发货-17020801,426905588402,2017-02-08 16:25:57
发货-17020801,426779081074,2017-02-08 17:14:42
发货-17020801,3322945890560,2017-02-08 18:53:00
发货-17020801,3322945787142,2017-02-08 18:53:04
发货-17020801,3322946076505,2017-02-08 18:53:07
发货-17020801,3322945859486,2017-02-08 18:53:11
发货-17020801,3322945962477,2017-02-08 18:53:15
发货-17020801,3322946192480,2017-02-08 18:53:18
发货-17020801,3322945787208,2017-02-08 18:53:22
发货-17020801,3322945859565,2017-02-08 18:53:25
发货-17020801,3322946001820,2017-02-08 18:53:29
