扫描单,条码,时间
发货-17021501,427588163478,2017-02-15 10:29:28
发货-17021501,3323308907826,2017-02-15 10:29:36
发货-17021501,3323309019450,2017-02-15 10:29:45
发货-17021501,3323309242957,2017-02-15 10:29:48
发货-17021501,3323309137141,2017-02-15 10:29:51
发货-17021501,3323309097621,2017-02-15 10:29:55
发货-17021501,3323309097803,2017-02-15 10:29:59
发货-17021501,3323308945081,2017-02-15 10:30:02
发货-17021501,3323308985087,2017-02-15 10:30:05
发货-17021501,3323308985142,2017-02-15 10:30:08
发货-17021501,3323308908054,2017-02-15 10:30:11
发货-17021501,3323308985245,2017-02-15 10:30:14
发货-17021501,3323309243525,2017-02-15 10:30:18
发货-17021501,3323309243586,2017-02-15 10:30:21
发货-17021501,3323309137750,2017-02-15 10:30:24
发货-17021501,3323308945548,2017-02-15 10:30:28
发货-17021501,3323308945792,2017-02-15 10:30:31
发货-17021501,3323309099073,2017-02-15 10:30:35
发货-17021501,3323308908965,2017-02-15 10:30:39
发货-17021501,3323309278357,2017-02-15 10:30:43
发货-17021501,3323309244257,2017-02-15 10:30:48
发货-17021501,3323308946682,2017-02-15 10:30:56
发货-17021501,3323308946845,2017-02-15 10:31:08
发货-17021501,3323308909450,2017-02-15 10:31:12
发货-17021501,3323309244828,2017-02-15 10:31:15
发货-17021501,3323309312490,2017-02-15 10:31:19
发货-17021501,3323309100723,2017-02-15 10:31:23
发货-17021501,3323309211102,2017-02-15 10:31:26
发货-17021501,3323308947572,2017-02-15 10:31:31
发货-17021501,3323309211382,2017-02-15 10:31:35
发货-17021501,3323308987347,2017-02-15 10:31:39
发货-17021501,3323309171011,2017-02-15 10:31:42
发货-17021501,3323309313688,2017-02-15 10:31:46
发货-17021501,3323309280545,2017-02-15 10:31:49
发货-17021501,3323309062321,2017-02-15 10:31:53
发货-17021501,3323309101900,2017-02-15 10:32:01
发货-17021501,3323309246839,2017-02-15 10:32:05
发货-17021501,3323309212745,2017-02-15 10:32:10
发货-17021501,3323309212922,2017-02-15 10:32:14
发货-17021501,3323308988699,2017-02-15 10:32:17
发货-17021501,3323309141462,2017-02-15 10:32:21
发货-17021501,3323308949035,2017-02-15 10:32:24
发货-17021501,3323309351489,2017-02-15 10:32:28
发货-17021501,3323308988912,2017-02-15 10:32:34
发货-17021501,3323309141735,2017-02-15 10:32:38
发货-17021501,3323309281788,2017-02-15 10:32:44
发货-17021501,3323309349507,2017-02-15 10:34:53
发货-17021501,3323309462221,2017-02-15 10:35:00
发货-17021501,3323309462275,2017-02-15 10:35:08
发货-17021501,3323309756635,2017-02-15 10:35:12
