扫描单,条码,时间
发货-17021001,427087667929,2017-02-10 13:40:14
发货-17021001,427087880206,2017-02-10 13:40:19
发货-17021001,427087880240,2017-02-10 13:40:23
发货-17021001,427087478034,2017-02-10 13:40:36
发货-17021001,427087777846,2017-02-10 13:40:41
发货-17021001,427087478098,2017-02-10 13:40:46
发货-17021001,427087811842,2017-02-10 13:40:55
发货-17021001,427087556232,2017-02-10 13:41:00
发货-17021001,427087595419,2017-02-10 13:41:05
发货-17021001,427087778326,2017-02-10 13:41:09
发货-17021001,400039685974,2017-02-10 13:41:19
发货-17021001,953213544291,2017-02-10 13:41:29
发货-17021001,400039685975,2017-02-10 16:07:58
发货-17021001,780013247625,2017-02-10 16:08:04
发货-17021001,427119428555,2017-02-10 16:09:47
发货-17021001,427119602991,2017-02-10 16:09:51
发货-17021001,427119428169,2017-02-10 16:09:55
发货-17021001,427119602736,2017-02-10 16:09:59
发货-17021001,427119427967,2017-02-10 16:10:04
发货-17021001,427119561661,2017-02-10 16:10:07
发货-17021001,427119470291,2017-02-10 16:10:11
发货-17021001,427119427640,2017-02-10 16:10:15
发货-17021001,427119271619,2017-02-10 16:10:19
发货-17021001,427119352821,2017-02-10 16:10:22
发货-17021001,427120862271,2017-02-10 16:10:26
发货-17021001,3323054464846,2017-02-10 16:10:33
发货-17021001,3323054046005,2017-02-10 16:10:38
发货-17021001,3323053891823,2017-02-10 16:10:42
发货-17021001,3323054074309,2017-02-10 16:10:45
发货-17021001,3323053928477,2017-02-10 16:10:50
发货-17021001,3323054045171,2017-02-10 16:10:54
发货-17021001,3323053814504,2017-02-10 16:11:01
发货-17021001,3323054009071,2017-02-10 16:11:05
发货-17021001,3323053814455,2017-02-10 16:11:16
发货-17021001,3323053814437,2017-02-10 16:11:19
发货-17021001,3323054529294,2017-02-10 16:55:22
发货-17021001,3323053739768,2017-02-10 17:24:07
发货-17021001,3323053970230,2017-02-10 17:24:13
发货-17021001,3323054010235,2017-02-10 17:24:18
发货-17021001,3323054046139,2017-02-10 17:24:22
发货-17021001,3323036436005,2017-02-10 17:24:26
发货-17021001,3323036340104,2017-02-10 17:24:30
发货-17021001,427120523062,2017-02-10 17:25:07
发货-17021001,427119391397,2017-02-10 17:25:17
发货-17021001,427119502346,2017-02-10 17:25:21
发货-17021001,427119562887,2017-02-10 17:25:25
发货-17021001,427119429296,2017-02-10 17:25:29
发货-17021001,427119603457,2017-02-10 17:25:34
发货-17021001,427119603363,2017-02-10 17:25:39
发货-17021001,427120818180,2017-02-10 17:25:43
发货-17021001,427136105014,2017-02-10 17:48:36
发货-17021001,427136288833,2017-02-10 17:48:41
发货-17021001,427136320263,2017-02-10 17:48:46
发货-17021001,427135912304,2017-02-10 17:48:51
发货-17021001,427136320389,2017-02-10 17:48:55
发货-17021001,427135987326,2017-02-10 17:48:58
发货-17021001,427136064823,2017-02-10 17:49:03
发货-17021001,427136178355,2017-02-10 17:49:07
发货-17021001,427135987498,2017-02-10 17:49:11
发货-17021001,427136139533,2017-02-10 17:49:20
发货-17021001,427136213558,2017-02-10 17:49:24
发货-17021001,427136105969,2017-02-10 17:49:28
发货-17021001,3323063012785,2017-02-10 17:50:02
发货-17021001,3323063012797,2017-02-10 17:50:06
发货-17021001,3323063242025,2017-02-10 17:50:09
发货-17021001,3323063202682,2017-02-10 17:50:13
发货-17021001,3323063242081,2017-02-10 17:50:17
发货-17021001,3323063052871,2017-02-10 17:50:21
发货-17021001,3323063313073,2017-02-10 17:50:24
发货-17021001,3323063242147,2017-02-10 17:50:27
发货-17021001,3323063202888,2017-02-10 17:50:32
发货-17021001,3323063129902,2017-02-10 17:50:35
发货-17021001,3323062977101,2017-02-10 17:50:40
发货-17021001,3323063130003,2017-02-10 17:50:45
发货-17021001,3323063203067,2017-02-10 17:50:49
发货-17021001,3323062903031,2017-02-10 17:50:54
发货-17021001,3323063013407,2017-02-10 17:51:01
发货-17021001,3323062977319,2017-02-10 17:51:05
发货-17021001,3323063091940,2017-02-10 17:51:11
发货-17021001,3323064401190,2017-02-10 18:21:03
发货-17021001,3323064293401,2017-02-10 18:21:09
发货-17021001,3323064511522,2017-02-10 18:21:13
发货-17021001,3323064401218,2017-02-10 18:21:17
发货-17021001,3323064221135,2017-02-10 18:21:21
发货-17021001,3323064325052,2017-02-10 18:21:24
发货-17021001,3323064476124,2017-02-10 18:21:28
发货-17021001,427138629151,2017-02-10 18:21:37
